id	src tokenized	tgt tokenized	src raw	tgt raw	bias type tag
795	[Bout, to, go, to, campus, to, finish, this, project, then, work, until, 7]	[Bout, to, go, to, campus, to, finish, this, project, then, work, until, 7]	Bout to go to campus to finish this project then work until 7	Bout to go to campus to finish this project then work until 7	unbiased
796	[When, thinking, about, life, remember, this:, no, amount, of, guilt, can, solve, the, past, and, no, amount, of, anxiety, can, change, the, future]	[When, thinking, about, life, remember, this:, no, amount, of, guilt, can, solve, the, past, and, no, amount, of, anxiety, can, change, the, future]	When thinking about life remember this: no amount of guilt can solve the past and no amount of anxiety can change the future	When thinking about life remember this: no amount of guilt can solve the past and no amount of anxiety can change the future	unbiased
797	[P-R-A-C-T-I-C-E., That's, how, I, spell, success.]	[P-R-A-C-T-I-C-E., That's, how, I, spell, success.]	P-R-A-C-T-I-C-E. That's how I spell success.	P-R-A-C-T-I-C-E. That's how I spell success.	unbiased
798	[@BrainScratchSit, You're, really, helping., He's, still, annoyin]	[@BrainScratchSit, You're, really, helping., He's, still, annoyin]	@BrainScratchSit You're really helping. He's still annoyin	@BrainScratchSit You're really helping. He's still annoyin	unbiased
799	[I, procrastinate, for, uni, but, when, telling, #PrideOfBritain, why, #stephensstory, needs, to, be, nominated, I, white, a, freaking, novel]	[I, procrastinate, for, uni, but, when, telling, #PrideOfBritain, why, #stephensstory, needs, to, be, nominated, I, white, a, freaking, novel]	I procrastinate for uni but when telling #PrideOfBritain why #stephensstory needs to be nominated I white a freaking novel	I procrastinate for uni but when telling #PrideOfBritain why #stephensstory needs to be nominated I white a freaking novel	unbiased
800	[ITS, ONLY, WEDNESDAY., OMG., NOO.]	[ITS, ONLY, WEDNESDAY., OMG., NOO.]	ITS ONLY WEDNESDAY. OMG. NOO.	ITS ONLY WEDNESDAY. OMG. NOO.	unbiased
801	[the, music, in, the, show, is, actually, flawless, and, when, they, perform, it, live, in, the, show, youll, die, its, so, perfect, so, many, songs]	[the, music, in, the, show, is, actually, flawless, and, when, they, perform, it, live, in, the, show, youll, die, its, so, perfect, so, many, songs]	the music in the show is actually flawless and when they perform it live in the show youll die its so perfect so many songs	the music in the show is actually flawless and when they perform it live in the show youll die its so perfect so many songs	unbiased
802	[the, level, of, stress, technological, malfunctions, can, bring, into, your, life, is, unreal., #justaged10years]	[the, level, of, stress, technological, malfunctions, can, bring, into, your, life, is, unreal., #justaged10years]	the level of stress technological malfunctions can bring into your life is unreal. #justaged10years	the level of stress technological malfunctions can bring into your life is unreal. #justaged10years	unbiased
803	[#FunFact, #Independent, is, self-supporting:, not, forced, to, rely, on, another, for, money, or, support-to, function/operate, alone]	[#FunFact, #Independent, is, self-supporting:, not, forced, to, rely, on, another, for, money, or, support-to, function/operate, alone]	#FunFact #Independent is self-supporting: not forced to rely on another for money or support-to function/operate alone	#FunFact #Independent is self-supporting: not forced to rely on another for money or support-to function/operate alone	unbiased
804	[My, brother, wearing, a, purple, fake, eyelash]	[My, brother, wearing, a, purple, fake, eyelash]	My brother wearing a purple fake eyelash	My brother wearing a purple fake eyelash	unbiased
805	[Mini, Countryman, or, Similar, Car, Rental, at, Corralejo]	[Mini, Countryman, or, Similar, Car, Rental, at, Corralejo]	Mini Countryman or Similar Car Rental at Corralejo	Mini Countryman or Similar Car Rental at Corralejo	unbiased
806	[@gazmort97, are, you, and, me, mam, squidward, then, hahahaha]	[@gazmort97, are, you, and, me, mam, squidward, then, hahahaha]	@gazmort97 are you and me mam squidward then hahahaha	@gazmort97 are you and me mam squidward then hahahaha	unbiased
807	[Ghetto, Public, announcement:, 7, eleven, accepts, foodstamps, ..., Carry, on]	[Ghetto, Public, announcement:, 7, eleven, accepts, foodstamps, ..., Carry, on]	Ghetto Public announcement: 7 eleven accepts foodstamps ... Carry on	Ghetto Public announcement: 7 eleven accepts foodstamps ... Carry on	unbiased
808	[When, there's, drama, on, twitter, and, the, next, day, at, school, everyone, is, asking, you, about, it]	[When, there's, drama, on, twitter, and, the, next, day, at, school, everyone, is, asking, you, about, it]	When there's drama on twitter and the next day at school everyone is asking you about it	When there's drama on twitter and the next day at school everyone is asking you about it	unbiased
809	[Terio's, weight, is, a, real, problem]	[Terio's, weight, is, a, real, problem]	Terio's weight is a real problem	Terio's weight is a real problem	unbiased
810	[Gimme, a, cigarette, and, a, lighter, please]	[Gimme, a, cigarette, and, a, lighter, please]	Gimme a cigarette and a lighter please	Gimme a cigarette and a lighter please	unbiased
811	[Ya, i, was, a, dark, person]	[Ya, i, was, a, dark, person]	Ya i was a dark person	Ya i was a dark person	unbiased
812	[Our, new, product, @TitosVodka, is, naturally, #gultenfree, available, @SpiritCellarUK]	[Our, new, product, @TitosVodka, is, naturally, #gultenfree, available, @SpiritCellarUK]	Our new product @TitosVodka is naturally #gultenfree available @SpiritCellarUK	Our new product @TitosVodka is naturally #gultenfree available @SpiritCellarUK	unbiased
813	[Luke, Bryan, is, older, than, my, dad]	[Luke, Bryan, is, older, than, my, dad]	Luke Bryan is older than my dad	Luke Bryan is older than my dad	unbiased
814	[Why, aren't, you, in, a, relationship, yet?]	[Why, aren't, you, in, a, relationship, yet?]	Why aren't you in a relationship yet?	Why aren't you in a relationship yet?	unbiased
815	[Hate, when, I, feel, like, I, have, no, one, to, talk, to]	[Hate, when, I, feel, like, I, have, no, one, to, talk, to]	Hate when I feel like I have no one to talk to	Hate when I feel like I have no one to talk to	unbiased
816	[This, Bradley, Haines, guy, is, really, convincing]	[This, Bradley, Haines, guy, is, really, convincing]	This Bradley Haines guy is really convincing	This Bradley Haines guy is really convincing	unbiased
817	[The, SocioMan, Daily, is, out!]	[The, SocioMan, Daily, is, out!]	The SocioMan Daily is out!	The SocioMan Daily is out!	unbiased
818	[I, don't, have, time, for, games, when, there's, another, life, involved!, Fuck, the, bullshit!]	[I, don't, have, time, for, games, when, there's, another, life, involved!, Fuck, the, bullshit!]	I don't have time for games when there's another life involved! Fuck the bullshit!	I don't have time for games when there's another life involved! Fuck the bullshit!	unbiased
819	[Will, the, Ukrainian, army, take, orders, from, the, revolutionary, government, in, Kiev?]	[Will, the, Ukrainian, army, take, orders, from, the, revolutionary, government, in, Kiev?]	Will the Ukrainian army take orders from the revolutionary government in Kiev?	Will the Ukrainian army take orders from the revolutionary government in Kiev?	unbiased
820	[ima, need, for, you, to, go, to, sleep, NOW]	[ima, need, for, you, to, go, to, sleep, NOW]	ima need for you to go to sleep NOW	ima need for you to go to sleep NOW	unbiased
821	[When, we, discover, our, authentic, purpose]	[When, we, discover, our, authentic, purpose]	When we discover our authentic purpose	When we discover our authentic purpose	unbiased
822	[@Lou_Manati, from, who?!, Lol, that's, so, random]	[@Lou_Manati, from, who?!, Lol, that's, so, random]	@Lou_Manati from who?! Lol that's so random	@Lou_Manati from who?! Lol that's so random	unbiased
823	[I, really, dont, feeel, good]	[I, really, dont, feeel, good]	I really dont feeel good	I really dont feeel good	unbiased
824	[My, snapchat, makes, no, sense, since, im, no, longer, a, red, head, lol]	[My, snapchat, makes, no, sense, since, im, no, longer, a, red, head, lol]	My snapchat makes no sense since im no longer a red head lol	My snapchat makes no sense since im no longer a red head lol	unbiased
825	[We're, busy, prepping, our, stage, for, SHIRLEY, VALENTINE, which, begins, performances, next, week!]	[We're, busy, prepping, our, stage, for, SHIRLEY, VALENTINE, which, begins, performances, next, week!]	We're busy prepping our stage for SHIRLEY VALENTINE which begins performances next week!	We're busy prepping our stage for SHIRLEY VALENTINE which begins performances next week!	unbiased
826	[It's, a, beautiful, day, and, I, can't, stop, myself, from, smiling]	[It's, a, beautiful, day, and, I, can't, stop, myself, from, smiling]	It's a beautiful day and I can't stop myself from smiling	It's a beautiful day and I can't stop myself from smiling	unbiased
827	[The, only, solution, of, this, is, nothing, but, revolution, which, will, prevail, soon]	[The, only, solution, of, this, is, nothing, but, revolution, which, will, prevail, soon]	The only solution of this is nothing but revolution which will prevail soon	The only solution of this is nothing but revolution which will prevail soon	unbiased
828	[like, a, drum, baby, don't, stop, beating]	[like, a, drum, baby, don't, stop, beating]	like a drum baby don't stop beating	like a drum baby don't stop beating	unbiased
829	[You, could, miss, your, chance, if, you, don't, take, immediate, action]	[You, could, miss, your, chance, if, you, don't, take, immediate, action]	You could miss your chance if you don't take immediate action	You could miss your chance if you don't take immediate action	unbiased
830	[I'M, SOO, FREAKINGG, HAPPY, FOR, NIALL!, HE'S, BACKK!]	[I'M, SOO, FREAKINGG, HAPPY, FOR, NIALL!, HE'S, BACKK!]	I'M SOO FREAKINGG HAPPY FOR NIALL! HE'S BACKK!	I'M SOO FREAKINGG HAPPY FOR NIALL! HE'S BACKK!	unbiased
831	[I, can't, sleeeeep..., think, its, a, mix, between, jetlag, and, excitement, for, the, #theprismaticworldtour, with, @katyperry, tomorrow...]	[I, can't, sleeeeep..., think, its, a, mix, between, jetlag, and, excitement, for, the, #theprismaticworldtour, with, @katyperry, tomorrow...]	I can't sleeeeep... think its a mix between jetlag and excitement for the #theprismaticworldtour with @katyperry tomorrow...	I can't sleeeeep... think its a mix between jetlag and excitement for the #theprismaticworldtour with @katyperry tomorrow...	unbiased
832	[@maxjoseph, annnnnndddd, shit!]	[@maxjoseph, annnnnndddd, shit!]	@maxjoseph annnnnndddd shit!	@maxjoseph annnnnndddd shit!	unbiased
833	[Finished, watching, the, first, couple, of, Billy, &, Mandy, seasons, nonetheless, and, I, still, totally, dig, this, show!]	[Finished, watching, the, first, couple, of, Billy, &, Mandy, seasons, nonetheless, and, I, still, totally, dig, this, show!]	Finished watching the first couple of Billy & Mandy seasons nonetheless and I still totally dig this show!	Finished watching the first couple of Billy & Mandy seasons nonetheless and I still totally dig this show!	unbiased
834	[March, new, home, sales, plunge, 14.50%]	[March, new, home, sales, plunge, 14.50%]	March new home sales plunge 14.5%	March new home sales plunge 14.5%	unbiased
835	[Me, and, @amberrnickkolee, are, FINALLY, watching, last, nights, pretty, little, liars, episode, lol]	[Me, and, @amberrnickkolee, are, FINALLY, watching, last, nights, pretty, little, liars, episode, lol]	Me and @amberrnickkolee are FINALLY watching last nights pretty little liars episode lol	Me and @amberrnickkolee are FINALLY watching last nights pretty little liars episode lol	unbiased
836	[#NowPlaying, Spotify's, playlist, The, Decade, 1990-1999, on, #Spotify, perfectly, fun, road, trip, playlist]	[#NowPlaying, Spotify's, playlist, The, Decade, 1990-1999, on, #Spotify, perfectly, fun, road, trip, playlist]	#NowPlaying Spotify's playlist The Decade 1990-1999 on #Spotify perfectly fun road trip playlist	#NowPlaying Spotify's playlist The Decade 1990-1999 on #Spotify perfectly fun road trip playlist	unbiased
837	[Your, colorful, imagination, is, flowing, strong, today]	[Your, colorful, imagination, is, flowing, strong, today]	Your colorful imagination is flowing strong today	Your colorful imagination is flowing strong today	unbiased
838	[Signed, Western, Germany, Gold, Link, Bracelet, Jewelry]	[Signed, Western, Germany, Gold, Link, Bracelet, Jewelry]	Signed Western Germany Gold Link Bracelet Jewelry	Signed Western Germany Gold Link Bracelet Jewelry	unbiased
839	[Time, for, reading]	[Time, for, reading]	Time for reading	Time for reading	unbiased
840	[i, have, an, obsession, with, online, shopping, &, this, is, bad]	[i, have, an, obsession, with, online, shopping, &, this, is, bad]	i have an obsession with online shopping & this is bad	i have an obsession with online shopping & this is bad	unbiased
841	[@ljhsen, did, you, not, hear, at, the, christening?, Due, Jan, 2015!, Ps, that's, news, I, can, share, ;), xx]	[@ljhsen, did, you, not, hear, at, the, christening?, Due, Jan, 2015!, Ps, that's, news, I, can, share, ;), xx]	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	unbiased
842	[7, reasons, we, can't, wait, for, Star, Wars:, Episode, VII]	[7, reasons, we, can't, wait, for, Star, Wars:, Episode, VII]	7 reasons we can't wait for Star Wars: Episode VII	7 reasons we can't wait for Star Wars: Episode VII	unbiased
843	[They, are, after, our, destruction]	[They, are, after, our, destruction]	They are after our destruction	They are after our destruction	unbiased
