id	src tokenized	tgt tokenized	src raw	tgt raw	NOUN VERB	nsubj ROOT
737	this year I found out a lot about the people around me. from who's real to who's fake and who I can trust	"[""this"", ""year"", ""I"", ""found"", ""out"", ""a"", ""lot"", ""about"", ""the"", ""people"", ""around"", ""me."", ""from"", ""who's"", ""real"", ""to"", ""who's"", ""fake"", ""and"", ""who"", ""I"", ""can"", ""trust""]"	this year I found out a lot about the people around me. from who's real to who's fake and who I can trust	this year I found out a lot about the people around me. from who's real to who's fake and who I can trust	DET NOUN PRON VERB ADP DET NOUN ADP DET NOUN ADP PRON PUNCT ADP PRON AUX ADJ PART PRON AUX ADJ CCONJ PRON PRON AUX VERB	det npadvmod nsubj ROOT prt det dobj prep det pobj prep pobj punct ROOT nsubj pcomp acomp prep nsubj pcomp acomp cc dobj nsubj aux conj
738	@Eathan__Neace I never sleep?	"[""@Eathan__Neace"", ""I"", ""never"", ""sleep?""]"	@Eathan__Neace I never sleep?	@Eathan__Neace I never sleep?	INTJ PRON ADV VERB PUNCT	intj nsubj neg ROOT punct
739	Just fews day and i'll take up a new career! exicited :D	"[""Just"", ""fews"", ""day"", ""and"", ""i'll"", ""take"", ""up"", ""a"", ""new"", ""career!"", ""exicited"", "":D""]"	Just fews day and i'll take up a new career! exicited :D	Just fews day and i'll take up a new career! exicited :D	ADV ADV NOUN CCONJ PRON AUX VERB ADP DET ADJ NOUN PUNCT VERB PUNCT	advmod amod npadvmod cc nsubj aux ROOT prt det amod dobj punct ROOT punct
740	I posted a new photo to Facebook	"[""I"", ""posted"", ""a"", ""new"", ""photo"", ""to"", ""Facebook""]"	I posted a new photo to Facebook	I posted a new photo to Facebook	PRON VERB DET ADJ NOUN ADP PROPN	nsubj ROOT det amod dobj prep pobj
741	Happy Birthday to one if my closer friends! @lcerrone5	"[""Happy"", ""Birthday"", ""to"", ""one"", ""if"", ""my"", ""closer"", ""friends!"", ""@lcerrone5""]"	Happy Birthday to one if my closer friends! @lcerrone5	Happy Birthday to one if my closer friends! @lcerrone5	ADJ PROPN ADP NUM SCONJ PRON ADJ NOUN PUNCT NOUN	amod ROOT prep pobj mark poss amod appos punct ROOT
742	Looking to book a celebrity	"[""Looking"", ""to"", ""book"", ""a"", ""celebrity""]"	Looking to book a celebrity	Looking to book a celebrity	VERB PART VERB DET NOUN	ROOT aux xcomp det dobj
743	Jibo Family Friendly Robot Aims To Give Artificial Intelligence A Cutesy Face	"[""Jibo"", ""Family"", ""Friendly"", ""Robot"", ""Aims"", ""To"", ""Give"", ""Artificial"", ""Intelligence"", ""A"", ""Cutesy"", ""Face""]"	Jibo Family Friendly Robot Aims To Give Artificial Intelligence A Cutesy Face	Jibo Family Friendly Robot Aims To Give Artificial Intelligence A Cutesy Face	PROPN PROPN PROPN PROPN VERB PART VERB PROPN PROPN PROPN PROPN NOUN	compound compound compound nsubj ROOT aux xcomp compound compound compound compound dobj
744	After a great week training	"[""After"", ""a"", ""great"", ""week"", ""training""]"	After a great week training	After a great week training	ADP DET ADJ NOUN NOUN	ROOT det amod compound pobj
745	@Annabel2010 Lol I won't be able to tweet when that's done #stilltouring	"[""@Annabel2010"", ""Lol"", ""I"", ""won't"", ""be"", ""able"", ""to"", ""tweet"", ""when"", ""that's"", ""done"", ""#stilltouring""]"	@Annabel2010 Lol I won't be able to tweet when that's done #stilltouring	@Annabel2010 Lol I won't be able to tweet when that's done #stilltouring	PROPN NOUN PRON AUX PART AUX ADJ PART VERB SCONJ PRON AUX VERB NOUN VERB	ROOT npadvmod nsubj aux neg ROOT acomp aux xcomp advmod nsubjpass auxpass advcl punct amod
746	Bringing an etch a sketch to school instead of an ipad.	"[""Bringing"", ""an"", ""etch"", ""a"", ""sketch"", ""to"", ""school"", ""instead"", ""of"", ""an"", ""ipad.""]"	Bringing an etch a sketch to school instead of an ipad.	Bringing an etch a sketch to school instead of an ipad.	VERB DET NOUN DET NOUN ADP NOUN ADV ADP DET NOUN PUNCT	ROOT det dobj det dobj prep pobj advmod cc det dobj punct
747	He is the real MVP	"[""He"", ""is"", ""the"", ""real"", ""MVP""]"	He is the real MVP	He is the real MVP	PRON AUX DET ADJ PROPN	nsubj ROOT det amod attr
748	That is a ridiculous statement. Of course you can pretend to be Christia	"[""That"", ""is"", ""a"", ""ridiculous"", ""statement."", ""Of"", ""course"", ""you"", ""can"", ""pretend"", ""to"", ""be"", ""Christia""]"	That is a ridiculous statement. Of course you can pretend to be Christia	That is a ridiculous statement. Of course you can pretend to be Christia	PRON AUX DET ADJ NOUN PUNCT ADV ADV PRON AUX VERB PART AUX NOUN	nsubj ROOT det amod attr punct advmod advmod nsubj aux ROOT aux xcomp attr
749	@saarescue omg that's wonderful news!! Well done dexter! Xx	"[""@saarescue"", ""omg"", ""that's"", ""wonderful"", ""news!!"", ""Well"", ""done"", ""dexter!"", ""Xx""]"	@saarescue omg that's wonderful news!! Well done dexter! Xx	@saarescue omg that's wonderful news!! Well done dexter! Xx	NUM NOUN PRON AUX ADJ NOUN PUNCT PUNCT INTJ VERB NOUN PUNCT PROPN	compound ROOT nsubj relcl amod attr punct punct intj ROOT dobj punct ROOT
750	Ready for the #Rangers game to start already. Let's get this sweep!	"[""Ready"", ""for"", ""the"", ""#Rangers"", ""game"", ""to"", ""start"", ""already."", ""Let's"", ""get"", ""this"", ""sweep!""]"	Ready for the #Rangers game to start already. Let's get this sweep!	Ready for the #Rangers game to start already. Let's get this sweep!	ADJ ADP DET NOUN PROPN NOUN PART VERB ADV PUNCT VERB PRON VERB DET NOUN PUNCT	ROOT prep det compound compound pobj aux relcl advmod punct ROOT nsubj ccomp det dobj punct
751	Put some mineral oil on my fretboard. So luxurious.	"[""Put"", ""some"", ""mineral"", ""oil"", ""on"", ""my"", ""fretboard."", ""So"", ""luxurious.""]"	Put some mineral oil on my fretboard. So luxurious.	Put some mineral oil on my fretboard. So luxurious.	VERB DET NOUN NOUN ADP PRON NOUN PUNCT ADV ADJ PUNCT	ROOT det compound dobj prep poss pobj punct advmod ROOT punct
752	@jhopekr WHAT WEHRE	"[""@jhopekr"", ""WHAT"", ""WEHRE""]"	@jhopekr WHAT WEHRE	@jhopekr WHAT WEHRE	PROPN PRON NOUN	ROOT compound dobj
753	@mitchell_bodden looking forward to it	"[""@mitchell_bodden"", ""looking"", ""forward"", ""to"", ""it""]"	@mitchell_bodden looking forward to it	@mitchell_bodden looking forward to it	PROPN VERB ADV ADP PRON	ROOT acl advmod prep pobj
754	Ima Tell Yo Ass If I Been lurking On Yo Shit Or Not. Ain't No Shame In My Game	"[""Ima"", ""Tell"", ""Yo"", ""Ass"", ""If"", ""I"", ""Been"", ""lurking"", ""On"", ""Yo"", ""Shit"", ""Or"", ""Not."", ""Ain't"", ""No"", ""Shame"", ""In"", ""My"", ""Game""]"	Ima Tell Yo Ass If I Been lurking On Yo Shit Or Not. Ain't No Shame In My Game	Ima Tell Yo Ass If I Been lurking On Yo Shit Or Not. Ain't No Shame In My Game	PRON VERB PROPN PROPN PROPN PROPN SCONJ PRON AUX VERB ADP PROPN PROPN CCONJ PART PUNCT VERB PART DET NOUN ADP PRON NOUN	ROOT appos appos compound compound appos mark nsubj aux advcl prep compound pobj cc conj punct ROOT neg det nsubj prep poss pobj
755	Feeling so lazy today but I have so many chores! Ahhhhhhh	"[""Feeling"", ""so"", ""lazy"", ""today"", ""but"", ""I"", ""have"", ""so"", ""many"", ""chores!"", ""Ahhhhhhh""]"	Feeling so lazy today but I have so many chores! Ahhhhhhh	Feeling so lazy today but I have so many chores! Ahhhhhhh	VERB ADV ADJ NOUN CCONJ PRON VERB ADV ADJ NOUN PUNCT INTJ	ROOT advmod acomp npadvmod cc nsubj ROOT advmod amod dobj punct ROOT
756	Iranian students are inquiring trendy chinese agrarianism.	"[""Iranian"", ""students"", ""are"", ""inquiring"", ""trendy"", ""chinese"", ""agrarianism.""]"	Iranian students are inquiring trendy chinese agrarianism.	Iranian students are inquiring trendy chinese agrarianism.	ADJ NOUN AUX VERB ADJ ADJ NOUN PUNCT	amod nsubj aux ROOT amod amod dobj punct
757	...Until its flow is interrupted.	"[""...Until"", ""its"", ""flow"", ""is"", ""interrupted.""]"	...Until its flow is interrupted.	...Until its flow is interrupted.	PUNCT SCONJ PRON NOUN AUX VERB PUNCT	punct mark poss nsubjpass auxpass ROOT punct
758	I got a reward: Friendly in BigBusiness Deluxe for Android	"[""I"", ""got"", ""a"", ""reward:"", ""Friendly"", ""in"", ""BigBusiness"", ""Deluxe"", ""for"", ""Android""]"	I got a reward: Friendly in BigBusiness Deluxe for Android	I got a reward: Friendly in BigBusiness Deluxe for Android	PRON VERB DET NOUN PUNCT ADJ ADP PROPN PROPN ADP PROPN	nsubj ROOT det dobj punct ROOT prep compound pobj prep pobj
759	Crocs Kids Handle It Rain Boot Wellingtons	"[""Crocs"", ""Kids"", ""Handle"", ""It"", ""Rain"", ""Boot"", ""Wellingtons""]"	Crocs Kids Handle It Rain Boot Wellingtons	Crocs Kids Handle It Rain Boot Wellingtons	PROPN PROPN PROPN PRON PROPN PROPN PROPN	compound compound compound nmod compound compound ROOT
760	Babaoba: No Terrorists On Lagos-Ibadan Expresswa	"[""Babaoba:"", ""No"", ""Terrorists"", ""On"", ""Lagos-Ibadan"", ""Expresswa""]"	Babaoba: No Terrorists On Lagos-Ibadan Expresswa	Babaoba: No Terrorists On Lagos-Ibadan Expresswa	PROPN PUNCT DET NOUN ADP PROPN PUNCT PROPN PROPN	ROOT punct det appos prep compound punct compound pobj
761	Wildflowers on Tour: DAY 1 - BRISTOL! First stop @LouisianaVenu	"[""Wildflowers"", ""on"", ""Tour:"", ""DAY"", ""BRISTOL!"", ""First"", ""stop"", ""@LouisianaVenu""]"	Wildflowers on Tour: DAY 1 - BRISTOL! First stop @LouisianaVenu	Wildflowers on Tour: DAY 1 - BRISTOL! First stop @LouisianaVenu	NOUN ADP PROPN PUNCT PROPN NUM PUNCT PROPN PUNCT ADV VERB PROPN	dep prep pobj punct ROOT nummod punct appos punct advmod ROOT dobj
762	@thekeyisyou come on keypunch! You can do this!	"[""@thekeyisyou"", ""come"", ""on"", ""keypunch!"", ""You"", ""can"", ""do"", ""this!""]"	@thekeyisyou come on keypunch! You can do this!	@thekeyisyou come on keypunch! You can do this!	PRON VERB ADP NOUN PUNCT PRON AUX VERB PRON PUNCT	nsubj ROOT prep pobj punct nsubj aux ROOT dobj punct
763	@yungleana that's pretty sick yo	"[""@yungleana"", ""that's"", ""pretty"", ""sick"", ""yo""]"	@yungleana that's pretty sick yo	@yungleana that's pretty sick yo	PROPN PRON AUX ADV ADJ PROPN	npadvmod nsubj ROOT advmod acomp attr
764	What if technology stagnated here?	"[""What"", ""if"", ""technology"", ""stagnated"", ""here?""]"	What if technology stagnated here?	What if technology stagnated here?	PRON SCONJ NOUN VERB ADV PUNCT	dobj mark nsubj ROOT advmod punct
765	Vanilla Islands at the Arabian Travel Market in Dubai: Rose-Marie Hoareau the Director of Marketing at the	"[""Vanilla"", ""Islands"", ""at"", ""the"", ""Arabian"", ""Travel"", ""Market"", ""in"", ""Dubai:"", ""Rose-Marie"", ""Hoareau"", ""the"", ""Director"", ""of"", ""Marketing"", ""at"", ""the""]"	Vanilla Islands at the Arabian Travel Market in Dubai: Rose-Marie Hoareau the Director of Marketing at the	Vanilla Islands at the Arabian Travel Market in Dubai: Rose-Marie Hoareau the Director of Marketing at the	PROPN PROPN ADP DET PROPN PROPN PROPN ADP PROPN PUNCT PROPN PUNCT PROPN PROPN DET PROPN ADP PROPN ADP PRON	compound ROOT prep det compound compound pobj prep pobj punct compound punct compound appos det appos prep pobj prep pobj
766	Are you all counting down to FTISLAND concert! 5 more days and FTISLAND will be in Singapore to see all...	"[""Are"", ""you"", ""all"", ""counting"", ""down"", ""to"", ""FTISLAND"", ""concert!"", ""more"", ""days"", ""and"", ""FTISLAND"", ""will"", ""be"", ""in"", ""Singapore"", ""to"", ""see"", ""all...""]"	Are you all counting down to FTISLAND concert! 5 more days and FTISLAND will be in Singapore to see all...	Are you all counting down to FTISLAND concert! 5 more days and FTISLAND will be in Singapore to see all...	AUX PRON PRON VERB ADP ADP PROPN NOUN PUNCT NUM ADJ NOUN CCONJ NOUN AUX AUX ADP PROPN PART VERB PRON PUNCT	aux nsubj appos ROOT prt prep compound pobj punct nummod amod nsubj cc conj aux ROOT prep pobj aux advcl dobj punct
767	@Alexissssss_J dont talk to me then	"[""@Alexissssss_J"", ""dont"", ""talk"", ""to"", ""me"", ""then""]"	@Alexissssss_J dont talk to me then	@Alexissssss_J dont talk to me then	PROPN AUX PART VERB ADP PRON ADV	nsubj aux neg ROOT prep pobj advmod
768	@lexibraicovich @gwynnharris there is no such thing lex	"[""@lexibraicovich"", ""@gwynnharris"", ""there"", ""is"", ""no"", ""such"", ""thing"", ""lex""]"	@lexibraicovich @gwynnharris there is no such thing lex	@lexibraicovich @gwynnharris there is no such thing lex	PROPN PROPN PRON VERB DET ADJ NOUN NOUN	compound npadvmod expl ROOT det amod attr attr
769	J's on my feet J's on my feet	"[""J's"", ""on"", ""my"", ""feet"", ""J's"", ""on"", ""my"", ""feet""]"	J's on my feet J's on my feet	J's on my feet J's on my feet	PROPN AUX ADP PRON NOUN PROPN PART ADP PRON NOUN	nsubj ROOT prep poss compound pobj case prep poss pobj
770	Now Playing: Nicky Romero ft Calvin Harris  - Iron	"[""Now"", ""Playing:"", ""Nicky"", ""Romero"", ""ft"", ""Calvin"", ""Harris"", ""Iron""]"	Now Playing: Nicky Romero ft Calvin Harris  - Iron	Now Playing: Nicky Romero ft Calvin Harris  - Iron	ADV VERB PUNCT PROPN PROPN PROPN PROPN PROPN SPACE PUNCT PROPN	advmod ROOT punct compound compound compound compound compound dep punct appos
771	I will bring @imerikapotato because we really really want to see Taylor Swift so badly.	"[""I"", ""will"", ""bring"", ""@imerikapotato"", ""because"", ""we"", ""really"", ""really"", ""want"", ""to"", ""see"", ""Taylor"", ""Swift"", ""so"", ""badly.""]"	I will bring @imerikapotato because we really really want to see Taylor Swift so badly.	I will bring @imerikapotato because we really really want to see Taylor Swift so badly.	PRON AUX VERB PROPN SCONJ PRON ADV ADV VERB PART VERB PROPN PROPN ADV ADV PUNCT	nsubj aux ROOT dobj mark nsubj advmod advmod advcl aux xcomp compound dobj advmod advmod punct
772	Once upon a time nobody gave a fuck	"[""Once"", ""upon"", ""a"", ""time"", ""nobody"", ""gave"", ""a"", ""fuck""]"	Once upon a time nobody gave a fuck	Once upon a time nobody gave a fuck	ADV SCONJ DET NOUN PRON VERB DET NOUN	advmod prep det pobj nsubj ROOT det dobj
773	Trying too hard is not good for you	"[""Trying"", ""too"", ""hard"", ""is"", ""not"", ""good"", ""for"", ""you""]"	Trying too hard is not good for you	Trying too hard is not good for you	VERB ADV ADV AUX PART ADJ ADP PRON	csubj advmod advmod ROOT neg acomp prep pobj
774	2 weeks too long! Tell Nigerian officials to do everything to #BringBackOurGirls now	"[""weeks"", ""too"", ""long!"", ""Tell"", ""Nigerian"", ""officials"", ""to"", ""do"", ""everything"", ""to"", ""#BringBackOurGirls"", ""now""]"	2 weeks too long! Tell Nigerian officials to do everything to #BringBackOurGirls now	2 weeks too long! Tell Nigerian officials to do everything to #BringBackOurGirls now	NUM NOUN ADV ADV PUNCT VERB ADJ NOUN PART VERB PRON ADP SYM NOUN ADV	nummod npadvmod advmod ROOT punct ROOT amod dobj aux xcomp dobj prep nmod pobj advmod
775	Ready to hit the house	"[""Ready"", ""to"", ""hit"", ""the"", ""house""]"	Ready to hit the house	Ready to hit the house	ADJ PART VERB DET NOUN	ROOT aux xcomp det dobj
776	Jongin reaction to new chanyeol smart watch	"[""Jongin"", ""reaction"", ""to"", ""new"", ""chanyeol"", ""smart"", ""watch""]"	Jongin reaction to new chanyeol smart watch	Jongin reaction to new chanyeol smart watch	PROPN NOUN ADP ADJ PROPN PROPN PROPN	ROOT dobj prep amod compound compound dobj
777	@Radio702 how far can parties campaign outside vote stations? ward 90 voting station 32960853 there is ANC tent just outside the station.	"[""@Radio702"", ""how"", ""far"", ""can"", ""parties"", ""campaign"", ""outside"", ""vote"", ""stations?"", ""ward"", ""voting"", ""station"", ""there"", ""is"", ""ANC"", ""tent"", ""just"", ""outside"", ""the"", ""station.""]"	@Radio702 how far can parties campaign outside vote stations? ward 90 voting station 32960853 there is ANC tent just outside the station.	@Radio702 how far can parties campaign outside vote stations? ward 90 voting station 32960853 there is ANC tent just outside the station.	PUNCT SCONJ ADV AUX NOUN VERB ADP NOUN NOUN PUNCT NOUN NUM NOUN NOUN NUM PRON VERB PROPN NOUN ADV ADP DET NOUN PUNCT	punct advmod advmod aux nsubj ROOT amod compound dobj punct advcl nummod compound dobj nummod expl ROOT compound attr advmod prep det pobj punct
778	#SelenaGomez Are BACK ON?! Biebsy Instagrams THIS Sweet Pic Then Deletes It!	"[""#SelenaGomez"", ""Are"", ""BACK"", ""ON?!"", ""Biebsy"", ""Instagrams"", ""THIS"", ""Sweet"", ""Pic"", ""Then"", ""Deletes"", ""It!""]"	#SelenaGomez Are BACK ON?! Biebsy Instagrams THIS Sweet Pic Then Deletes It!	#SelenaGomez Are BACK ON?! Biebsy Instagrams THIS Sweet Pic Then Deletes It!	SYM PROPN AUX ADV ADV PUNCT PUNCT PROPN VERB DET PROPN PROPN ADV VERB PRON PUNCT	dep nsubj ROOT advmod advmod punct punct nsubj ROOT det compound dobj advmod conj dobj punct
779	Yeah. *tickles @mlp_Perla behind the ear*	"[""Yeah."", ""*tickles"", ""@mlp_Perla"", ""behind"", ""the"", ""ear*""]"	Yeah. *tickles @mlp_Perla behind the ear*	Yeah. *tickles @mlp_Perla behind the ear*	INTJ PUNCT PUNCT NOUN PROPN ADP DET NOUN NOUN	ROOT punct punct ROOT dobj prep det pobj punct
780	I MIGHT be on TV and Radio starting tomorrow *Faints* Time to finally put that communications degree to good use.	"[""I"", ""MIGHT"", ""be"", ""on"", ""TV"", ""and"", ""Radio"", ""starting"", ""tomorrow"", ""*Faints*"", ""Time"", ""to"", ""finally"", ""put"", ""that"", ""communications"", ""degree"", ""to"", ""good"", ""use.""]"	I MIGHT be on TV and Radio starting tomorrow *Faints* Time to finally put that communications degree to good use.	I MIGHT be on TV and Radio starting tomorrow *Faints* Time to finally put that communications degree to good use.	PRON AUX AUX ADP NOUN CCONJ PROPN VERB NOUN PUNCT PROPN PUNCT PROPN PART ADV VERB DET NOUN NOUN ADP ADJ NOUN PUNCT	nsubj aux ROOT prep pobj cc conj advcl npadvmod punct dep punct ROOT aux advmod relcl det compound dobj prep amod pobj punct
