id	src tokenized	tgt tokenized	src raw	tgt raw
811	Single and ready to mingle. She's out there waiting for you.	"[""Single"", ""and"", ""ready"", ""to"", ""mingle."", ""She's"", ""out"", ""there"", ""waiting"", ""for"", ""you.""]"	Single and ready to mingle. She's out there waiting for you.	Single and ready to mingle. She's out there waiting for you.
812	Lameeee	"[""Lameeee""]"	Lameeee	Lameeee
813	Even miracles take a little time. Fairy Godmother (Cinderella)	"[""Even"", ""miracles"", ""take"", ""a"", ""little"", ""time."", ""Fairy"", ""Godmother"", ""(Cinderella)""]"	Even miracles take a little time. Fairy Godmother (Cinderella)	Even miracles take a little time. Fairy Godmother (Cinderella)
814	Crawling back under my rock before I explode	"[""Crawling"", ""back"", ""under"", ""my"", ""rock"", ""before"", ""I"", ""explode""]"	Crawling back under my rock before I explode	Crawling back under my rock before I explode
815	I love my mother no matter what.	"[""I"", ""love"", ""my"", ""mother"", ""no"", ""matter"", ""what.""]"	I love my mother no matter what.	I love my mother no matter what.
816	I was watching you with he	"[""I"", ""was"", ""watching"", ""you"", ""with"", ""he""]"	I was watching you with he	I was watching you with he
817	You're far away @Louis_Tomlinson but I feel you near me	"[""You're"", ""far"", ""away"", ""@Louis_Tomlinson"", ""but"", ""I"", ""feel"", ""you"", ""near"", ""me""]"	You're far away @Louis_Tomlinson but I feel you near me	You're far away @Louis_Tomlinson but I feel you near me
818	Check out these top 10 science fiction authors!	"[""Check"", ""out"", ""these"", ""top"", ""science"", ""fiction"", ""authors!""]"	Check out these top 10 science fiction authors!	Check out these top 10 science fiction authors!
819	Take a look at this great site! Author @ZoeSaadia writes about Aztec!	"[""Take"", ""a"", ""look"", ""at"", ""this"", ""great"", ""site!"", ""Author"", ""@ZoeSaadia"", ""writes"", ""about"", ""Aztec!""]"	Take a look at this great site! Author @ZoeSaadia writes about Aztec!	Take a look at this great site! Author @ZoeSaadia writes about Aztec!
820	RT for a million bucks (just kiddin)	"[""RT"", ""for"", ""a"", ""million"", ""bucks"", ""(just"", ""kiddin)""]"	RT for a million bucks (just kiddin)	RT for a million bucks (just kiddin)
821	So excited to b in Brazil can't believe I'm actually hear	"[""So"", ""excited"", ""to"", ""b"", ""in"", ""Brazil"", ""can't"", ""believe"", ""I'm"", ""actually"", ""hear""]"	So excited to b in Brazil can't believe I'm actually hear	So excited to b in Brazil can't believe I'm actually hear
822	All the kids have always know	"[""All"", ""the"", ""kids"", ""have"", ""always"", ""know""]"	All the kids have always know	All the kids have always know
823	My favorite upperclassmen	"[""My"", ""favorite"", ""upperclassmen""]"	My favorite upperclassmen	My favorite upperclassmen
824	hmm what do I wear tomorrow	"[""hmm"", ""what"", ""do"", ""I"", ""wear"", ""tomorrow""]"	hmm what do I wear tomorrow	hmm what do I wear tomorrow
825	Having a meeting with my brothers discussing our next big move	"[""Having"", ""a"", ""meeting"", ""with"", ""my"", ""brothers"", ""discussing"", ""our"", ""next"", ""big"", ""move""]"	Having a meeting with my brothers discussing our next big move	Having a meeting with my brothers discussing our next big move
826	#houserules #slaughterhousemusic goes hard @JoeBudden	"[""#houserules"", ""#slaughterhousemusic"", ""goes"", ""hard"", ""@JoeBudden""]"	#houserules #slaughterhousemusic goes hard @JoeBudden	#houserules #slaughterhousemusic goes hard @JoeBudden
827	Don't forget we are hiring for a great team of people to add to our @sensewhere crew	"[""Don't"", ""forget"", ""we"", ""are"", ""hiring"", ""for"", ""a"", ""great"", ""team"", ""of"", ""people"", ""to"", ""add"", ""to"", ""our"", ""@sensewhere"", ""crew""]"	Don't forget we are hiring for a great team of people to add to our @sensewhere crew	Don't forget we are hiring for a great team of people to add to our @sensewhere crew
828	@PogalJoners @GreenpeaceUK You seem to be floundering on this issu	"[""@PogalJoners"", ""@GreenpeaceUK"", ""You"", ""seem"", ""to"", ""be"", ""floundering"", ""on"", ""this"", ""issu""]"	@PogalJoners @GreenpeaceUK You seem to be floundering on this issu	@PogalJoners @GreenpeaceUK You seem to be floundering on this issu
829	Dad turns 75 today..Need all ur wshs n prayers fr many more years of him wth us..Happy bday Appa..Makin me Strong is	"[""Dad"", ""turns"", ""today..Need"", ""all"", ""ur"", ""wshs"", ""n"", ""prayers"", ""fr"", ""many"", ""more"", ""years"", ""of"", ""him"", ""wth"", ""us..Happy"", ""bday"", ""Appa..Makin"", ""me"", ""Strong"", ""is""]"	Dad turns 75 today..Need all ur wshs n prayers fr many more years of him wth us..Happy bday Appa..Makin me Strong is	Dad turns 75 today..Need all ur wshs n prayers fr many more years of him wth us..Happy bday Appa..Makin me Strong is
830	Shoutout to @eduardjohn18 follow niy	"[""Shoutout"", ""to"", ""@eduardjohn18"", ""follow"", ""niy""]"	Shoutout to @eduardjohn18 follow niy	Shoutout to @eduardjohn18 follow niy
831	Happy Check! ' An Instant Employee Engagement Benchmar	"[""Happy"", ""Check!"", ""An"", ""Instant"", ""Employee"", ""Engagement"", ""Benchmar""]"	Happy Check! ' An Instant Employee Engagement Benchmar	Happy Check! ' An Instant Employee Engagement Benchmar
832	The lone water hazard at Pinehurst No.	"[""The"", ""lone"", ""water"", ""hazard"", ""at"", ""Pinehurst"", ""No.""]"	The lone water hazard at Pinehurst No.	The lone water hazard at Pinehurst No.
833	The words 5sos and nudity flow so effortlessly together	"[""The"", ""words"", ""5sos"", ""and"", ""nudity"", ""flow"", ""so"", ""effortlessly"", ""together""]"	The words 5sos and nudity flow so effortlessly together	The words 5sos and nudity flow so effortlessly together
834	chanyeol is enjoying IG so much	"[""chanyeol"", ""is"", ""enjoying"", ""IG"", ""so"", ""much""]"	chanyeol is enjoying IG so much	chanyeol is enjoying IG so much
835	@ClaudiaOlsberg you have said it in like every twee	"[""@ClaudiaOlsberg"", ""you"", ""have"", ""said"", ""it"", ""in"", ""like"", ""every"", ""twee""]"	@ClaudiaOlsberg you have said it in like every twee	@ClaudiaOlsberg you have said it in like every twee
836	Computer Fixed UK: You can get LG's first Chrome all-in-one later this month for $350	"[""Computer"", ""Fixed"", ""UK:"", ""You"", ""can"", ""get"", ""LG's"", ""first"", ""Chrome"", ""all-in-one"", ""later"", ""this"", ""month"", ""for""]"	Computer Fixed UK: You can get LG's first Chrome all-in-one later this month for $350	Computer Fixed UK: You can get LG's first Chrome all-in-one later this month for $350
837	I shouldn't have done that to Youngstown last night. I apologize! Lol	"[""I"", ""shouldn't"", ""have"", ""done"", ""that"", ""to"", ""Youngstown"", ""last"", ""night."", ""I"", ""apologize!"", ""Lol""]"	I shouldn't have done that to Youngstown last night. I apologize! Lol	I shouldn't have done that to Youngstown last night. I apologize! Lol
838	Our free #webinar on 'laboratory health & safety and the law' starts in half an hour - register here to join us!	"[""Our"", ""free"", ""#webinar"", ""on"", ""'laboratory"", ""health"", ""safety"", ""and"", ""the"", ""law'"", ""starts"", ""in"", ""half"", ""an"", ""hour"", ""register"", ""here"", ""to"", ""join"", ""us!""]"	Our free #webinar on 'laboratory health & safety and the law' starts in half an hour - register here to join us!	Our free #webinar on 'laboratory health & safety and the law' starts in half an hour - register here to join us!
839	2 days with unforgetable memories ({})	"[""days"", ""with"", ""unforgetable"", ""memories""]"	2 days with unforgetable memories ({})	2 days with unforgetable memories ({})
840	@girlcallederin Is that the long haired fella? Pretty sure he's Cornis	"[""@girlcallederin"", ""Is"", ""that"", ""the"", ""long"", ""haired"", ""fella?"", ""Pretty"", ""sure"", ""he's"", ""Cornis""]"	@girlcallederin Is that the long haired fella? Pretty sure he's Cornis	@girlcallederin Is that the long haired fella? Pretty sure he's Cornis
841	Every night like this..	"[""Every"", ""night"", ""like"", ""this..""]"	Every night like this..	Every night like this..
842	Wendy's calling my name	"[""Wendy's"", ""calling"", ""my"", ""name""]"	Wendy's calling my name	Wendy's calling my name
843	Sunday Salvacion's shooting touch 0.o #Shooter	"[""Sunday"", ""Salvacion's"", ""shooting"", ""touch"", ""0.o"", ""#Shooter""]"	Sunday Salvacion's shooting touch 0.o #Shooter	Sunday Salvacion's shooting touch 0.o #Shooter
844	@justinbieber Happy Birthday I've been here from the beginning and I will be here forever	"[""@justinbieber"", ""Happy"", ""Birthday"", ""I've"", ""been"", ""here"", ""from"", ""the"", ""beginning"", ""and"", ""I"", ""will"", ""be"", ""here"", ""forever""]"	@justinbieber Happy Birthday I've been here from the beginning and I will be here forever	@justinbieber Happy Birthday I've been here from the beginning and I will be here forever
845	10 hours to Schedule Release. Raise your hand (or RT) if you feel like this. #NFLSchedule	"[""hours"", ""to"", ""Schedule"", ""Release."", ""Raise"", ""your"", ""hand"", ""(or"", ""RT)"", ""if"", ""you"", ""feel"", ""like"", ""this."", ""#NFLSchedule""]"	10 hours to Schedule Release. Raise your hand (or RT) if you feel like this. #NFLSchedule	10 hours to Schedule Release. Raise your hand (or RT) if you feel like this. #NFLSchedule
846	"Final word tonight: \""Never ignore a person who loves you and cares for you.\"""	"[""Final"", ""word"", ""tonight:"", ""\""Never"", ""ignore"", ""a"", ""person"", ""who"", ""loves"", ""you"", ""and"", ""cares"", ""for"", ""you.\""""]"	"Final word tonight: \""Never ignore a person who loves you and cares for you.\"""	"Final word tonight: \""Never ignore a person who loves you and cares for you.\"""
847	WHY AM I SUCH A PROCRASTINATOR	"[""WHY"", ""AM"", ""I"", ""SUCH"", ""A"", ""PROCRASTINATOR""]"	WHY AM I SUCH A PROCRASTINATOR	WHY AM I SUCH A PROCRASTINATOR
848	A cat ran into a door during a French TV baking show and it's absolutely amazing.	"[""A"", ""cat"", ""ran"", ""into"", ""a"", ""door"", ""during"", ""a"", ""French"", ""TV"", ""baking"", ""show"", ""and"", ""it's"", ""absolutely"", ""amazing.""]"	A cat ran into a door during a French TV baking show and it's absolutely amazing.	A cat ran into a door during a French TV baking show and it's absolutely amazing.
849	@VamboOssy @GAMEBlackburn ahhhhh I blame old age memory problems	"[""@VamboOssy"", ""@GAMEBlackburn"", ""ahhhhh"", ""I"", ""blame"", ""old"", ""age"", ""memory"", ""problems""]"	@VamboOssy @GAMEBlackburn ahhhhh I blame old age memory problems	@VamboOssy @GAMEBlackburn ahhhhh I blame old age memory problems
850	@ArianaGrande  just to remember that 10 lives I'd give you I love you so much my baby	"[""@ArianaGrande"", ""just"", ""to"", ""remember"", ""that"", ""lives"", ""I'd"", ""give"", ""you"", ""I"", ""love"", ""you"", ""so"", ""much"", ""my"", ""baby""]"	@ArianaGrande  just to remember that 10 lives I'd give you I love you so much my baby	@ArianaGrande  just to remember that 10 lives I'd give you I love you so much my baby
851	Peter Jackson with the cast before the filming of Lord of the Rings	"[""Peter"", ""Jackson"", ""with"", ""the"", ""cast"", ""before"", ""the"", ""filming"", ""of"", ""Lord"", ""of"", ""the"", ""Rings""]"	Peter Jackson with the cast before the filming of Lord of the Rings	Peter Jackson with the cast before the filming of Lord of the Rings
852	Gets way too boring going on holiday for more than one week when you don't have any siblings	"[""Gets"", ""way"", ""too"", ""boring"", ""going"", ""on"", ""holiday"", ""for"", ""more"", ""than"", ""one"", ""week"", ""when"", ""you"", ""don't"", ""have"", ""any"", ""siblings""]"	Gets way too boring going on holiday for more than one week when you don't have any siblings	Gets way too boring going on holiday for more than one week when you don't have any siblings
853	My mom is the best	"[""My"", ""mom"", ""is"", ""the"", ""best""]"	My mom is the best	My mom is the best
854	@ss_Dbz if I do this I wanna see a fireball jutsu shoot out my finger tips	"[""@ss_Dbz"", ""if"", ""I"", ""do"", ""this"", ""I"", ""wanna"", ""see"", ""a"", ""fireball"", ""jutsu"", ""shoot"", ""out"", ""my"", ""finger"", ""tips""]"	@ss_Dbz if I do this I wanna see a fireball jutsu shoot out my finger tips	@ss_Dbz if I do this I wanna see a fireball jutsu shoot out my finger tips
855	Ccleaner is wise software: gks	"[""Ccleaner"", ""is"", ""wise"", ""software:"", ""gks""]"	Ccleaner is wise software: gks	Ccleaner is wise software: gks
856	Today stats: 3 follower	"[""Today"", ""stats:"", ""follower""]"	Today stats: 3 follower	Today stats: 3 follower
857	@ItsMrsMoran @jenniferbeals there would be many characters from the show. (BTW its bearski here.Another alias) Would U include all?	"[""@ItsMrsMoran"", ""@jenniferbeals"", ""there"", ""would"", ""be"", ""many"", ""characters"", ""from"", ""the"", ""show."", ""(BTW"", ""its"", ""bearski"", ""here.Another"", ""alias)"", ""Would"", ""U"", ""include"", ""all?""]"	@ItsMrsMoran @jenniferbeals there would be many characters from the show. (BTW its bearski here.Another alias) Would U include all?	@ItsMrsMoran @jenniferbeals there would be many characters from the show. (BTW its bearski here.Another alias) Would U include all?
858	@pattiemallette awww Pattie. You are far from old! You look like you're still in your 20s!	"[""@pattiemallette"", ""awww"", ""Pattie."", ""You"", ""are"", ""far"", ""from"", ""old!"", ""You"", ""look"", ""like"", ""you're"", ""still"", ""in"", ""your"", ""20s!""]"	@pattiemallette awww Pattie. You are far from old! You look like you're still in your 20s!	@pattiemallette awww Pattie. You are far from old! You look like you're still in your 20s!
859	This fragile & irreplaceable environment at risk of a catastrophic oil spill! #SaveTheArctic &gt;	"[""This"", ""fragile"", ""irreplaceable"", ""environment"", ""at"", ""risk"", ""of"", ""a"", ""catastrophic"", ""oil"", ""spill!"", ""#SaveTheArctic"", ""&gt;""]"	This fragile & irreplaceable environment at risk of a catastrophic oil spill! #SaveTheArctic &gt;	This fragile & irreplaceable environment at risk of a catastrophic oil spill! #SaveTheArctic &gt;
860	Gave the cat a compute	"[""Gave"", ""the"", ""cat"", ""a"", ""compute""]"	Gave the cat a compute	Gave the cat a compute
861	Fries are everything	"[""Fries"", ""are"", ""everything""]"	Fries are everything	Fries are everything
862	How to Prolong the Life of Your Toyota Sienna Sliding Door Cables	"[""How"", ""to"", ""Prolong"", ""the"", ""Life"", ""of"", ""Your"", ""Toyota"", ""Sienna"", ""Sliding"", ""Door"", ""Cables""]"	How to Prolong the Life of Your Toyota Sienna Sliding Door Cables	How to Prolong the Life of Your Toyota Sienna Sliding Door Cables
863	Look at Kris new hair	"[""Look"", ""at"", ""Kris"", ""new"", ""hair""]"	Look at Kris new hair	Look at Kris new hair
864	@ImAGingerMonkey it's always refreshing to make room for new things ;)	"[""@ImAGingerMonkey"", ""it's"", ""always"", ""refreshing"", ""to"", ""make"", ""room"", ""for"", ""new"", ""things""]"	@ImAGingerMonkey it's always refreshing to make room for new things ;)	@ImAGingerMonkey it's always refreshing to make room for new things ;)
865	Get 1000s of Real Likes on Instagram with #LikeHero FREE	"[""Get"", ""1000s"", ""of"", ""Real"", ""Likes"", ""on"", ""Instagram"", ""with"", ""#LikeHero"", ""FREE""]"	Get 1000s of Real Likes on Instagram with #LikeHero FREE	Get 1000s of Real Likes on Instagram with #LikeHero FREE
